"County","City","Monitoring_Site_ID","Pollutants_Monitored","Latitude","Longitude"
"Bolivar","CLEVELAND","28-011-0002","PM2.5 Continuous",33.7508333333333,-90.7341666666667
"DeSoto","HERNANDO","28-033-0002","PM2.5 Continuous",34.8205555555556,-89.9877777777778
"Forrest","HATTIESBURG","28-035-0004","PM2.5 Continuous",31.3230555555556,-89.2875
"Hancock","WAVELAND","28-045-0003","PM2.5 Continuous",30.3008333333333,-89.3958333333333
"Harrison","GULFPORT","28-047-0008","PM2.5 Continuous",30.39,-89.0497222222222
"Hinds","JACKSON (HINDS CC)","28-049-0021","PM2.5 Continuous",32.3466666666667,-90.2255555555556
"Hinds","JACKSON (N-CORE)","28-049-0020","PM2.5 Continuous",32.3291666666667,-90.1827777777778
"Jackson","PASCAGOULA","28-059-0006","PM2.5 Continuous",30.3783333333333,-88.5341666666667
